datetime,temperature,rain_1h,traffic_volume
2023-01-01 00:00:00,288.63235144016824,1.3997385153895368,796.4540961589697
2023-01-01 01:00:00,274.00640179073224,1.9626870754122108,403.7806757952841
2023-01-01 02:00:00,284.66809395178785,0.6565192149221932,920.8939754398576
2023-01-01 03:00:00,298.94833043106223,1.0801115942078328,992.4919804329288
2023-01-01 04:00:00,300.302972251498,0.20615517630395921,644.1048182478626
2023-01-01 05:00:00,304.80669512406627,1.604554836965628,877.0882713531312
2023-01-01 06:00:00,280.81652502097796,0.37156332994483104,2280.200874862766
2023-01-01 07:00:00,305.20038164446675,3.826119970685696,3983.820802977889
2023-01-01 08:00:00,299.3974191580271,1.062556610330161,4251.777589200264
2023-01-01 09:00:00,289.1803126789619,0.0561879170094759,3776.0523757717183
2023-01-01 10:00:00,297.72483537139595,0.28954301975594765,2038.6297065706103
2023-01-01 11:00:00,295.4956671781003,1.8955833232482677,1030.87306153308
2023-01-01 12:00:00,293.57676776693864,0.38557577082656375,1668.23560080382
2023-01-01 13:00:00,291.7848709711977,1.3957189939267165,1642.5647405868167
2023-01-01 14:00:00,297.4146244155002,1.1762911575066701,2071.8525289774057
2023-01-01 15:00:00,293.32883993310105,0.15698801774981982,3291.302030575285
2023-01-01 16:00:00,289.935271249994,0.4992571742096328,3609.0514584480766
2023-01-01 17:00:00,295.6340555912536,0.5408287866452185,4417.725458118648
2023-01-01 18:00:00,303.84906924532106,3.6119736033393526,3829.9224030446976
2023-01-01 19:00:00,311.3728429307117,0.3793133590718928,2913.314933995195
2023-01-01 20:00:00,282.10524903450806,3.0041933579020395,1659.1713913696815
2023-01-01 21:00:00,304.76540743566267,0.270862727032969,832.2131490163309
2023-01-01 22:00:00,286.27039132366747,0.7203907981873224,1172.8673631737613
2023-01-01 23:00:00,288.20043743939794,0.379586059913166,577.4158225377778
2023-01-02 00:00:00,300.2538502758598,1.5364604509371897,1013.5775680462942
2023-01-02 01:00:00,286.8364176214367,1.024816585007401,1231.565391154455
2023-01-02 02:00:00,286.1219466389718,0.5562824425940055,983.468618143223
2023-01-02 03:00:00,294.488249645426,0.3229078424455697,1283.5552801527936
2023-01-02 04:00:00,291.53026822416,0.05950958550854813,1556.4438048745697
2023-01-02 05:00:00,301.3668899476173,1.6179975596305638,1333.0817069779623
2023-01-02 06:00:00,302.4370818966006,0.5263971692364902,1900.0803131259368
2023-01-02 07:00:00,296.0710253158733,0.5150791993789134,3860.9610998420526
2023-01-02 08:00:00,291.9685412562307,3.278080294884676,4424.56014906009
2023-01-02 09:00:00,304.70355075812665,0.18633377022647837,3692.1512184116514
2023-01-02 10:00:00,283.8427606595184,1.1449320314622706,2108.1034769455455
2023-01-02 11:00:00,285.812884077353,0.2712796950876338,1304.5896493474675
2023-01-02 12:00:00,292.2521742056341,4.607131079685596,1008.7998119632294
2023-01-02 13:00:00,296.4444799587475,1.571885199292869,1305.9456545437524
2023-01-02 14:00:00,306.6333472166737,0.14219505945599195,1950.3029134350752
2023-01-02 15:00:00,297.8649056684247,1.5573139099411462,2677.9510600740014
2023-01-02 16:00:00,283.25474138459145,0.011354222286210473,4231.384998229679
2023-01-02 17:00:00,286.3213783602613,3.222698087550356,4239.913654489425
2023-01-02 18:00:00,304.9511099516724,1.5974962811580056,3994.1503861337337
2023-01-02 19:00:00,294.04317622431483,0.2847642409940389,3205.345967316886
2023-01-02 20:00:00,301.07052511118854,0.2879726467377017,1987.2800386321499
2023-01-02 21:00:00,285.4726527017071,2.2061708923497374,1370.2954654107689
2023-01-02 22:00:00,320.310166825284,0.06155956235827313,986.2589811232921
2023-01-02 23:00:00,288.2810702462477,0.4549751697455477,984.9110957184081
